place_id,place,name,Type,Best Season,Activities,Location,description,Rating,festival,No of People Visited,image,price per night
98,Gadag City,Nirvana Camps,Nature,Monsoon,Boating,"Gadag City, Gadaga",Nature spot known for beauty.,1.8,Ugadi,3092,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,3893
99,Mundargi,Waterfall Inn,Adventure,Winter,Trekking,"Mundargi, Gadaga",Adventure spot known for culture.,4,Dasara,15075,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,5646
100,Mundargi,Krishna Cottages,Camping,Monsoon,Birdwatching,"Mundargi, Gadaga",Camping spot known for serenity.,1.9,Basava Jayanthi,8054,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4146
101,Mundargi,Krishna Stay,Heritage,Monsoon,Temple visit,"Mundargi, Gadaga",Heritage spot known for culture.,4.9,Mahashivaratri,7286,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,9650
102,Mundargi,Heritage Camps,Heritage,Summer,Shopping,"Mundargi, Gadaga",Heritage spot known for adventure.,1.8,Mahashivaratri,12338,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,9586
103,Gadag City,Ilkal Retreat,Nature,Monsoon,Sightseeing,"Gadag City, Gadaga",Nature spot known for nature.,4.2,Basava Jayanthi,17239,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,7569
104,Dambal,Rudra Inn,Nature,Winter,Boating,"Dambal, Gadaga",Nature spot known for peace.,4.2,Karthika Deepotsava,4285,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,7947
105,Mundargi,Vaibhava Guest House,Nature,Winter,Camping,"Mundargi, Gadaga",Nature spot known for nature.,3.6,Karthika Deepotsava,8531,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8822
106,Lakshmeshwara,Krishna Camps,Pilgrimage,Monsoon,Boating,"Lakshmeshwara, Gadaga",Pilgrimage spot known for peace.,4.2,Dasara,9568,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,4067
107,Mundargi,Heritage Cottages,Heritage,Winter,Birdwatching,"Mundargi, Gadaga",Heritage spot known for peace.,3.3,Banashankari Jatre,17484,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8700
108,Mundargi,Nirvana Inn,Cultural,Winter,Trekking,"Mundargi, Gadaga",Cultural spot known for serenity.,4.3,Diwali,14233,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3175
109,Ron,Nirvana Guest House,Camping,Winter,Sightseeing,"Ron, Gadaga",Camping spot known for adventure.,4.1,Makar Sankranti,24028,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,8216
110,Dambal,Heritage Inn,Pilgrimage,Monsoon,Boating,"Dambal, Gadaga",Pilgrimage spot known for culture.,3.2,Karthika Deepotsava,20339,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,3632
111,Gadag City,Waterfall Resort,Pilgrimage,Winter,Sightseeing,"Gadag City, Gadaga",Pilgrimage spot known for peace.,3.9,Ugadi,1658,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,5325
112,Lakshmeshwara,Kalyani Camps,Pilgrimage,Winter,Sightseeing,"Lakshmeshwara, Gadaga",Pilgrimage spot known for culture.,2.5,Basava Jayanthi,4494,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,4251
113,Gadag City,Vaibhava Camps,Wildlife,Winter,Birdwatching,"Gadag City, Gadaga",Wildlife spot known for serenity.,1.7,Karthika Deepotsava,12824,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,4745
114,Ron,Vaibhava Resort,Heritage,Monsoon,Camping,"Ron, Gadaga",Heritage spot known for adventure.,4.6,Ugadi,22270,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4291
115,Gadag City,Krishna Guest House,Wildlife,Monsoon,Trekking,"Gadag City, Gadaga",Wildlife spot known for pilgrimage.,2.4,Ugadi,6468,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,9707
116,Gadag City,Vaibhava Stay,Adventure,Monsoon,Boating,"Gadag City, Gadaga",Adventure spot known for history.,2.1,Banashankari Jatre,4088,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5032
117,Ron,Rudra Camps,Cultural,Summer,Sightseeing,"Ron, Gadaga",Cultural spot known for adventure.,1.7,Makar Sankranti,8900,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4888
118,Dambal,Sharanas Inn,Camping,Summer,Birdwatching,"Dambal, Gadaga",Camping spot known for culture.,3.3,Mahashivaratri,11527,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7641
119,Lakshmeshwara,Krishna Homestay,Heritage,Summer,Camping,"Lakshmeshwara, Gadaga",Heritage spot known for pilgrimage.,3,Basava Jayanthi,22079,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8507
120,Ron,Kalyani Stay,Adventure,Winter,Sightseeing,"Ron, Gadaga",Adventure spot known for culture.,4.8,Karthika Deepotsava,13054,https://karnatakatourism.org/wp-content/uploads/2020/08/palace-estate-coorg.png,4823
121,Haveri City,Rudra Inn,Nature,Winter,Boating,"Haveri City, Haveri",Nature spot known for pilgrimage.,4.2,Mahashivaratri,23954,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8027
122,Ranebennur,Kalyani Retreat,Wildlife,Monsoon,Birdwatching,"Ranebennur, Haveri",Wildlife spot known for peace.,1.9,Banashankari Jatre,4552,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,7186
123,Haveri City,Rudra Cottages,Camping,Monsoon,Sightseeing,"Haveri City, Haveri",Camping spot known for culture.,2.8,Diwali,5022,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,9099
124,Ranebennur,Waterfall Stay,Wildlife,Winter,Shopping,"Ranebennur, Haveri",Wildlife spot known for history.,4.5,Ugadi,22723,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,9559
125,Savanur,Vaibhava Camps,Wildlife,Monsoon,Temple visit,"Savanur, Haveri",Wildlife spot known for beauty.,2.7,Makar Sankranti,9229,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,7154
126,Savanur,Heritage Retreat,Cultural,Monsoon,Sightseeing,"Savanur, Haveri",Cultural spot known for nature.,2,Makar Sankranti,23908,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,7084
127,Savanur,Sharanas Homestay,Pilgrimage,Winter,Camping,"Savanur, Haveri",Pilgrimage spot known for serenity.,4.4,Mahashivaratri,7315,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,3331
128,Haveri City,Waterfall Stay,Nature,Summer,Boating,"Haveri City, Haveri",Nature spot known for nature.,3.3,Banashankari Jatre,12743,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7701
129,Byadgi,Sharanas Camps,Adventure,Winter,Temple visit,"Byadgi, Haveri",Adventure spot known for culture.,4.9,Dasara,11694,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,4991
130,Haveri City,Krishna Stay,Heritage,Monsoon,Birdwatching,"Haveri City, Haveri",Heritage spot known for culture.,3.5,Karthika Deepotsava,19976,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,7898
131,Ranebennur,Mallige Camps,Heritage,Monsoon,Boating,"Ranebennur, Haveri",Heritage spot known for peace.,4.4,Makar Sankranti,22096,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,8207
132,Ranebennur,Mallige Retreat,Pilgrimage,Summer,Trekking,"Ranebennur, Haveri",Pilgrimage spot known for adventure.,2.5,Basava Jayanthi,21348,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3820
133,Savanur,Kalyani Retreat,Heritage,Winter,Boating,"Savanur, Haveri",Heritage spot known for peace.,4.5,Banashankari Jatre,11882,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,2436
134,Savanur,Krishna Resort,Heritage,Monsoon,Shopping,"Savanur, Haveri",Heritage spot known for serenity.,3.2,Diwali,4008,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,8344
135,Haveri City,Kalyani Inn,Cultural,Monsoon,Temple visit,"Haveri City, Haveri",Cultural spot known for adventure.,4,Ugadi,8945,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,2660
136,Savanur,Ilkal Inn,Adventure,Winter,Shopping,"Savanur, Haveri",Adventure spot known for nature.,2.5,Diwali,15144,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6119
137,Haveri City,Heritage Cottages,Cultural,Summer,Temple visit,"Haveri City, Haveri",Cultural spot known for adventure.,4.1,Banashankari Jatre,17780,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,4354
138,Hirekerur,Rudra Guest House,Adventure,Winter,Temple visit,"Hirekerur, Haveri",Adventure spot known for culture.,3.4,Diwali,13825,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,5151
139,Byadgi,Ilkal Resort,Wildlife,Summer,Sightseeing,"Byadgi, Haveri",Wildlife spot known for peace.,2.6,Basava Jayanthi,15435,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,3779
140,Byadgi,Mallige Cottages,Heritage,Winter,Sightseeing,"Byadgi, Haveri",Heritage spot known for adventure.,1.6,Diwali,17697,https://www.malnadhomestays.com/wp-content/uploads/2022/07/IMG_8739.jpg,9773
141,Hirekerur,Kalyani Resort,Wildlife,Winter,Sightseeing,"Hirekerur, Haveri",Wildlife spot known for history.,3.3,Makar Sankranti,11468,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7913
142,Savanur,Rudra Camps,Cultural,Winter,Temple visit,"Savanur, Haveri",Cultural spot known for serenity.,4.3,Dasara,2877,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6756
143,Haveri City,Vaibhava Retreat,Heritage,Summer,Trekking,"Haveri City, Haveri",Heritage spot known for pilgrimage.,4.3,Karthika Deepotsava,4754,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,9805
144,Savanur,Ilkal Cottages,Cultural,Winter,Birdwatching,"Savanur, Haveri",Cultural spot known for peace.,2.8,Mahashivaratri,1385,https://q-xx.bstatic.com/xdata/images/hotel/max500/490989526.jpg?k=01cae1a25869f2814bd82ca9f0777a73abe2bac936e63bdde0441981c7706a62&o=,7170
145,Haveri City,Kalyani Guest House,Adventure,Summer,Birdwatching,"Haveri City, Haveri",Adventure spot known for history.,3.5,Basava Jayanthi,15474,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,5546
146,Byadgi,Kalyani Camps,Wildlife,Winter,Temple visit,"Byadgi, Haveri",Wildlife spot known for culture.,1.9,Basava Jayanthi,5722,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5221
147,Ranebennur,Kalyani Homestay,Wildlife,Summer,Boating,"Ranebennur, Haveri",Wildlife spot known for culture.,4.5,Dasara,4102,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,6185
148,Ranebennur,Krishna Stay,Cultural,Summer,Trekking,"Ranebennur, Haveri",Cultural spot known for adventure.,3.9,Diwali,10861,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,4371
149,Hirekerur,Krishna Homestay,Cultural,Summer,Temple visit,"Hirekerur, Haveri",Cultural spot known for beauty.,2.4,Ugadi,2326,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,9505
150,Hirekerur,Ilkal Homestay,Adventure,Winter,Boating,"Hirekerur, Haveri",Adventure spot known for pilgrimage.,2.6,Banashankari Jatre,1431,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6795
151,Yellapur,Ilkal Stay,Heritage,Winter,Boating,"Yellapur, Uttara Kannada",Heritage spot known for culture.,1.6,Dasara,9065,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,9529
152,Dandeli,Heritage Resort,Adventure,Winter,Sightseeing,"Dandeli, Uttara Kannada",Adventure spot known for adventure.,3.1,Ugadi,12647,https://karnatakatourism.org/wp-content/uploads/2020/08/palace-estate-coorg.png,4373
153,Dandeli,Krishna Retreat,Wildlife,Winter,Camping,"Dandeli, Uttara Kannada",Wildlife spot known for peace.,3.9,Dasara,4407,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,5049
154,Ankola,Rudra Resort,Wildlife,Summer,Camping,"Ankola, Uttara Kannada",Wildlife spot known for beauty.,2.8,Dasara,12344,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,9002
155,Dandeli,Ilkal Camps,Heritage,Winter,Shopping,"Dandeli, Uttara Kannada",Heritage spot known for adventure.,3.9,Diwali,14814,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,3391
156,Karwar,Kalyani Cottages,Nature,Monsoon,Shopping,"Karwar, Uttara Kannada",Nature spot known for nature.,4,Mahashivaratri,6156,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,5499
157,Gokarna,Waterfall Resort,Cultural,Summer,Temple visit,"Gokarna, Uttara Kannada",Cultural spot known for nature.,4.3,Banashankari Jatre,23655,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,6080
158,Dandeli,Nirvana Homestay,Nature,Winter,Trekking,"Dandeli, Uttara Kannada",Nature spot known for peace.,2.6,Banashankari Jatre,12837,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,9471
159,Ankola,Krishna Camps,Cultural,Summer,Camping,"Ankola, Uttara Kannada",Cultural spot known for history.,4.5,Dasara,6569,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,8715
160,Dandeli,Vaibhava Resort,Pilgrimage,Winter,Camping,"Dandeli, Uttara Kannada",Pilgrimage spot known for culture.,4.8,Mahashivaratri,23310,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3667
161,Gokarna,Mallige Camps,Cultural,Summer,Sightseeing,"Gokarna, Uttara Kannada",Cultural spot known for beauty.,5,Mahashivaratri,22211,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,2998
162,Karwar,Krishna Inn,Camping,Winter,Birdwatching,"Karwar, Uttara Kannada",Camping spot known for serenity.,4.9,Makar Sankranti,16201,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6887
163,Dandeli,Vaibhava Camps,Nature,Monsoon,Camping,"Dandeli, Uttara Kannada",Nature spot known for adventure.,2.1,Banashankari Jatre,7307,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,3267
164,Gokarna,Krishna Inn,Pilgrimage,Summer,Temple visit,"Gokarna, Uttara Kannada",Pilgrimage spot known for serenity.,2.8,Makar Sankranti,20650,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,7518
165,Gokarna,Rudra Retreat,Adventure,Winter,Shopping,"Gokarna, Uttara Kannada",Adventure spot known for nature.,3.8,Dasara,24383,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8923
166,Ankola,Ilkal Stay,Adventure,Summer,Birdwatching,"Ankola, Uttara Kannada",Adventure spot known for history.,2,Basava Jayanthi,18757,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,8963
167,Karwar,Krishna Homestay,Nature,Winter,Birdwatching,"Karwar, Uttara Kannada",Nature spot known for beauty.,4.9,Dasara,9595,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,6825
168,Ankola,Heritage Cottages,Camping,Monsoon,Temple visit,"Ankola, Uttara Kannada",Camping spot known for pilgrimage.,4.2,Diwali,1720,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,9733
169,Karwar,Ilkal Homestay,Nature,Winter,Boating,"Karwar, Uttara Kannada",Nature spot known for adventure.,2.4,Karthika Deepotsava,5421,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,3578
170,Ankola,Sharanas Inn,Nature,Summer,Camping,"Ankola, Uttara Kannada",Nature spot known for pilgrimage.,3.1,Diwali,3813,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,6807
171,Yellapur,Nirvana Retreat,Wildlife,Summer,Trekking,"Yellapur, Uttara Kannada",Wildlife spot known for beauty.,4.7,Ugadi,23795,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,3542
172,Dandeli,Vaibhava Resort,Nature,Summer,Sightseeing,"Dandeli, Uttara Kannada",Nature spot known for peace.,4.4,Basava Jayanthi,2970,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5349
173,Ankola,Rudra Resort,Heritage,Monsoon,Temple visit,"Ankola, Uttara Kannada",Heritage spot known for adventure.,1.7,Mahashivaratri,8641,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,3721
174,Yellapur,Mallige Cottages,Pilgrimage,Winter,Camping,"Yellapur, Uttara Kannada",Pilgrimage spot known for serenity.,2.8,Makar Sankranti,13661,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4000
175,Yellapur,Nirvana Inn,Nature,Winter,Trekking,"Yellapur, Uttara Kannada",Nature spot known for culture.,2.5,Makar Sankranti,4674,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,9581
176,Dandeli,Ilkal Guest House,Pilgrimage,Monsoon,Temple visit,"Dandeli, Uttara Kannada",Pilgrimage spot known for adventure.,3.6,Diwali,24142,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,5019
177,Ankola,Heritage Guest House,Cultural,Summer,Shopping,"Ankola, Uttara Kannada",Cultural spot known for history.,2.1,Basava Jayanthi,21875,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4956
178,Gokarna,Vaibhava Resort,Cultural,Winter,Sightseeing,"Gokarna, Uttara Kannada",Cultural spot known for history.,4.6,Diwali,17411,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6607
179,Gokarna,Kalyani Retreat,Wildlife,Winter,Camping,"Gokarna, Uttara Kannada",Wildlife spot known for culture.,2.6,Ugadi,4357,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8099
180,Karwar,Krishna Resort,Pilgrimage,Summer,Shopping,"Karwar, Uttara Kannada",Pilgrimage spot known for beauty.,4.6,Basava Jayanthi,5729,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,6996
181,Sindagi,Sharanas Homestay,Heritage,Monsoon,Shopping,"Sindagi, Vijayapura",Heritage spot known for peace.,2.9,Makar Sankranti,12404,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,6661
182,Gol Gumbaz,Kalyani Camps,Heritage,Winter,Boating,"Gol Gumbaz, Vijayapura",Heritage spot known for peace.,4.1,Dasara,1262,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,4267
183,Gol Gumbaz,Ilkal Inn,Camping,Summer,Boating,"Gol Gumbaz, Vijayapura",Camping spot known for beauty.,3.9,Banashankari Jatre,22097,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6554
184,Tikota,Sharanas Inn,Adventure,Monsoon,Trekking,"Tikota, Vijayapura",Adventure spot known for nature.,2.2,Dasara,3428,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,7213
185,Almel,Ilkal Inn,Cultural,Summer,Boating,"Almel, Vijayapura",Cultural spot known for history.,3.5,Banashankari Jatre,6676,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,4019
186,Almel,Mallige Stay,Nature,Summer,Birdwatching,"Almel, Vijayapura",Nature spot known for history.,2,Basava Jayanthi,21660,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,3124
187,Almel,Ilkal Inn,Nature,Winter,Birdwatching,"Almel, Vijayapura",Nature spot known for history.,2.3,Diwali,1821,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,8812
188,Bijapur,Vaibhava Guest House,Cultural,Summer,Temple visit,"Bijapur, Vijayapura",Cultural spot known for pilgrimage.,2.4,Ugadi,7131,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,4815
189,Tikota,Krishna Retreat,Adventure,Summer,Temple visit,"Tikota, Vijayapura",Adventure spot known for culture.,4.2,Makar Sankranti,20530,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,3798
